ID_Veh,SpecCarMakeName,SpecCarType,SpecCarFuelType,SpecCarBodyType,FirstCarDrivingDate,SpecCarPower,groupe_tarification_vehicule,date_debut_construction,date_fin_construction,classe_tarification_vehicule,puissance_reel_vehicule,valeur_a_neuf_vehicule,categorie_commerciale_vehicule,qualification_vehicule_vert,code_type_frequence_rcm,code_type_frequence_rcc,code_type_cout_rcm,code_type_frequence_dta,code_type_cout_dta,code_type_frequence_vol,code_type_cout_vol,code_type_frequence_bdg,code_type_cout_bdg,code_vente_vehicule
AU29006,AUDI,Q7,CARB,VTC,11/2005,27,16,2005,2011,K,350,71100,TT,0,7,2,11,8,17,8,16,7,11,99
AU29007,AUDI,Q7,CARB,VTC,11/2005,27,16,2005,2011,L,350,79300,TT,0,7,2,11,8,18,8,16,7,11,99
AU29008,AUDI,Q7,DIES,VTC,11/2005,16,15,2005,2009,K,233,65700,TT,0,15,4,9,11,17,7,15,10,11,99
AU29009,AUDI,Q7,DIES,VTC,11/2005,16,15,2005,2009,K,233,66850,TT,0,15,4,9,11,17,7,15,10,11,99
AU29010,AUDI,Q7,CARB,VTC,11/2005,27,16,2005,2011,L,350,80450,TT,0,7,2,11,8,18,8,16,7,11,99
AU29011,AUDI,Q7,CARB,VTC,11/2005,27,16,2005,2011,K,350,74250,TT,0,7,2,11,8,17,8,16,7,11,99
AU29012,AUDI,Q7,DIES,VTC,11/2005,16,15,2005,2009,K,233,60650,TT,0,15,4,9,11,17,7,15,10,11,99
AU29013,AUDI,Q7,CARB,VTC,11/2005,27,16,2005,2011,K,350,72570,TT,0,7,2,11,8,17,8,16,7,11,99
AU29014,AUDI,Q7,CARB,VTC,03/2010,27,16,2005,2011,L,350,75400,TT,0,7,2,11,8,18,8,16,7,11,99
AU29015,AUDI,Q7,DIES,VTC,02/2005,16,15,2005,2009,K,233,61800,TT,0,15,4,9,11,17,7,15,10,11,99
AU29016,AUDI,Q7,DIES,VTC,11/2005,16,15,2005,2009,J,233,58970,TT,0,15,4,9,11,16,7,15,10,11,99
AU29017,AUDI,Q7,CARB,VTC,11/2005,27,16,2005,2011,L,350,76870,TT,0,7,2,11,8,18,8,16,7,11,99
AU29018,AUDI,Q7,DIES,VTC,11/2005,16,15,2005,2009,K,233,63270,TT,0,15,4,9,11,17,7,15,10,11,99
AU29019,AUDI,Q7,CARB,VTC,11/2005,27,16,2005,2011,L,350,81920,TT,0,7,2,11,8,18,8,16,7,11,99
AU29020,AUDI,Q7,DIES,VTC,11/2005,16,15,2005,2009,K,233,68320,TT,0,15,4,9,11,17,7,15,10,11,99
AU29021,AUDI,Q7,CARB,VTC,11/2005,21,16,2005,2011,J,280,53400,TT,0,12,2,9,9,17,8,16,7,11,99
AU29022,AUDI,Q7,CARB,VTC,11/2005,21,16,2005,2011,J,280,57850,TT,0,12,2,9,9,17,8,16,7,11,99
AU29023,AUDI,Q7,CARB,VTC,11/2005,21,16,2005,2011,K,280,61400,TT,0,12,2,9,9,17,8,16,7,11,99
AU29024,AUDI,Q7,CARB,VTC,11/2005,21,16,2005,2011,K,280,67200,TT,0,12,2,9,9,17,8,16,7,11,99
AU29025,AUDI,Q7,CARB,VTC,11/2005,21,16,2005,2011,J,280,54300,TT,0,12,2,9,9,17,8,16,7,11,99
AU29026,AUDI,Q7,CARB,VTC,11/2005,21,16,2005,2011,J,280,59000,TT,0,12,2,9,9,17,8,16,7,11,99
AU29027,AUDI,Q7,CARB,VTC,03/2010,21,16,2005,2011,K,280,62550,TT,0,12,2,9,9,17,8,16,7,11,99
AU29028,AUDI,Q7,CARB,VTC,11/2005,21,16,2005,2011,K,280,68350,TT,0,12,2,9,9,17,8,16,7,11,99
AU29029,AUDI,Q7,CARB,VTC,11/2005,21,16,2005,2011,K,280,69820,TT,0,12,2,9,9,17,8,16,7,11,99
AU29030,AUDI,Q7,CARB,VTC,11/2005,21,16,2005,2011,K,280,64020,TT,0,12,2,9,9,17,8,16,7,11,99
AU29031,AUDI,Q7,CARB,VTC,11/2005,21,16,2005,2011,K,280,60470,TT,0,12,2,9,9,17,8,16,7,11,99
AU29036,AUDI,Q7,DIES,VTC,03/2010,24,16,2006,2011,L,326,80600,TT,0,12,3,9,10,18,8,16,10,11,99
AU29064,AUDI,Q7,DIES,VTC,03/2010,41,16,2007,2014,N,500,142700,TT,0,7,3,11,9,20,8,18,10,12,99
AU29070,AUDI,Q7,CARB,VTC,03/2010,20,16,2008,2012,K,280,64950,TT,0,12,2,9,9,17,8,16,7,12,98
AU29076,AUDI,Q7,CARB,VTC,03/2010,26,16,2008,2012,L,350,77900,TT,0,7,2,11,8,18,8,16,7,12,98
AU29082,AUDI,Q7,DIES,VTC,03/2010,25,16,2008,2012,L,340,82950,TT,0,12,3,9,10,18,8,16,10,12,98
AU29089,AUDI,Q7,DIES,VTC,03/2010,16,15,2008,2012,K,240,65550,TT,0,15,4,9,11,17,7,15,10,12,98
AU29110,AUDI,Q7,CARB,VTC,03/2010,19,16,2009,2017,K,272,66950,TT,0,12,2,9,9,17,8,16,7,12,98
AU29116,AUDI,Q7,CARB,VTC,03/2010,24,16,2009,2017,K,333,71000,TT,0,7,2,11,8,17,8,16,7,12,98
AU29139,AUDI,Q7,CARB,VTC,03/2010,14,14,2009,2013,J,333,71070,TT,0,7,2,11,8,17,8,16,7,12,98
AU29146,AUDI,Q7,DIES,VTC,03/2010,11,14,2009,2013,K,340,83620,TT,0,7,3,11,9,17,8,16,10,12,98
AU29150,AUDI,Q7,DIES,VTC,03/2010,8,13,2009,2013,J,240,66470,TT,0,15,4,9,11,16,7,15,10,12,98
AU29155,AUDI,Q7,DIES,VTC,03/2010,12,15,2010,2017,K,204,63150,TT,0,15,4,9,11,17,7,15,10,12,99
AU29162,AUDI,Q7,DIES,VTC,03/2010,15,15,2010,2017,K,245,64900,TT,0,15,4,9,11,17,7,15,10,12,99
AU29255,AUDI,Q7,DIES,VTC,01/2022,32,16,2018,9999,M,435,112300,TT,0,7,3,11,9,19,8,18,10,11,99
AU29259,AUDI,Q7,GH,VTC,01/2022,13,15,2019,2023,L,231,77900,TT,0,12,2,9,9,18,7,16,6,13,99
AU29263,AUDI,Q7,GH,VTC,01/2022,17,16,2019,9999,L,286,80930,TT,0,7,2,11,8,18,8,16,6,13,99
AU29276,AUDI,Q7,EE,VTC,01/2022,22,16,2020,9999,L,340,95815,TT,0,7,2,11,8,18,8,16,6,13,99
AU29277,AUDI,Q7,EH,VTC,02/2024,22,16,2021,9999,L,340,87500,TT,0,7,2,11,8,18,8,16,6,13,99
AU29279,AUDI,Q7,CARB,VTC,02/2024,41,16,2023,9999,N,507,130500,TT,0,7,2,11,8,20,8,18,7,11,99
AU29280,AUDI,Q7,GH,VTC,02/2024,17,16,2023,9999,L,286,89500,TT,0,7,2,11,8,18,8,16,6,11,99
AU29284,AUDI,Q7,EE,VTC,02/2024,22,16,2023,9999,M,340,103400,TT,0,7,2,11,8,19,8,18,6,11,99
AU30002,AUDI,R8,CARB,CPE,03/2010,34,16,2006,2011,M,420,114350,H2,0,3,6,11,14,19,5,18,8,13,99
AU30004,AUDI,R8,CARB,CPE,03/2010,45,16,2008,2014,O,525,154250,H2,0,3,6,11,14,21,5,19,8,13,98
AU30007,AUDI,R8,CARB,CAB,03/2010,45,16,2008,2014,O,525,169750,H2,0,3,5,11,14,21,7,20,8,13,98
AU30028,AUDI,R8,CARB,CPE,02/2024,49,16,2018,9999,O,570,174900,H2,0,3,6,11,14,21,5,19,8,13,99
AU30029,AUDI,R8,CARB,CPE,02/2024,56,16,2018,9999,Q,620,209600,H2,0,3,6,11,14,23,5,21,8,13,99
AU30030,AUDI,R8,CARB,CAB,02/2024,49,16,2018,9999,P,570,189300,H2,0,3,5,11,14,22,7,21,8,13,99
AU31028,AUDI,A5,CARB,CPE,03/2010,17,15,2007,2013,J,265,53050,M2,0,6,6,11,14,17,6,16,7,12,99
AU31039,AUDI,A5,DIES,CPE,03/2010,15,16,2007,2013,J,239,52850,M2,0,6,8,11,14,15,6,15,11,12,99
AU31058,AUDI,A5,CARB,CPE,03/2010,13,14,2007,2013,H,211,48400,M2,0,6,6,11,14,13,6,15,7,12,99
AU31067,AUDI,A5,DIES,CAB,03/2010,15,14,2008,2013,J,239,59250,M2,0,5,6,11,14,15,8,15,11,12,98
AU31076,AUDI,A5,CARB,CAB,03/2010,13,14,2008,2013,J,211,54200,M2,0,10,5,10,14,15,7,15,7,11,98
AU31079,AUDI,A5,CARB,CAB,03/2010,17,15,2008,2013,J,265,59550,M2,0,5,5,11,13,17,8,16,7,12,98
AU31107,AUDI,A5,CARB,CPE,03/2010,10,14,2008,2012,H,179,49070,M2,0,10,6,10,14,13,5,15,7,12,98
AU31120,AUDI,A5,DIES,CPE,03/2010,9,14,2008,2012,H,170,49070,M2,0,10,8,10,14,13,5,15,11,12,98
AU31130,AUDI,A5,CARB,CAB,03/2010,9,13,2008,2012,H,160,49900,M2,0,12,6,10,14,7,5,15,7,12,98
AU31134,AUDI,A5,CARB,CAB,03/2010,10,13,2008,2012,J,160,52000,M2,0,12,6,10,14,13,5,15,7,12,98
AU31135,AUDI,A5,CARB,CAB,03/2010,11,14,2008,2012,J,180,53600,M2,0,12,6,10,14,15,7,15,7,12,98
AU31136,AUDI,A5,CARB,CAB,03/2010,12,14,2008,2012,J,211,54400,M2,0,5,5,11,13,15,7,15,7,12,98
AU31141,AUDI,A5,DIES,CAB,03/2010,9,14,2008,2012,J,170,53600,M2,0,10,6,10,14,15,7,15,11,12,98
AU31158,AUDI,A5,CARB,CPE,03/2010,12,14,2010,2015,J,211,51200,M2,0,6,6,11,14,15,6,15,7,12,99
AU31167,AUDI,A5,DIES,CPE,03/2010,14,15,2010,2017,J,245,56600,M2,0,6,8,11,14,15,6,15,11,12,99
AU31175,AUDI,A5,DIES,CAB,03/2010,11,14,2010,2017,J,204,55380,M2,0,10,6,10,14,15,8,15,11,12,99
AU31184,AUDI,A5,DIES,CPE,03/2010,11,14,2010,2017,J,204,50600,M2,0,11,8,10,14,15,6,15,11,12,99
AU31205,AUDI,A5,CARB,CPE,03/2010,9,14,2010,2017,H,170,44300,M2,0,10,6,10,14,13,5,15,7,12,99
AU31225,AUDI,A5,CARB,CAB,03/2010,18,15,2010,2016,K,272,61180,M2,0,5,5,11,13,17,8,16,7,12,99
AU31229,AUDI,A5,DIES,CAB,03/2010,7,13,2010,2015,H,143,48080,M2,0,12,8,10,14,7,5,15,11,12,99
AU31233,AUDI,A5,DIES,CAB,03/2010,10,14,2010,2016,J,177,52730,M2,0,10,6,10,14,15,7,15,11,12,99
AU31629,AUDI,A5,DIES,CPE,01/2022,17,15,2018,9999,K,286,68230,M2,0,6,8,11,14,17,6,16,11,11,99
AU31639,AUDI,A5,GH,CAB,02/2024,9,14,2019,9999,K,163,60240,M2,0,12,6,10,14,15,7,16,7,11,99
AU31648,AUDI,A5,GH,CPE,02/2024,9,14,2019,9999,J,163,54840,M2,0,11,6,10,14,15,6,15,7,11,99
AU31650,AUDI,A5,EH,CAB,02/2024,11,14,2019,9999,K,204,61710,M2,0,10,5,10,14,15,7,16,7,13,99
AU31654,AUDI,A5,EH,CAB,02/2024,16,15,2019,9999,K,265,68230,M2,0,5,5,11,13,17,8,16,7,13,99
AU31657,AUDI,A5,EH,CPE,02/2024,8,13,2019,9999,J,150,52730,M2,0,10,6,10,13,13,4,15,7,12,99
AU31660,AUDI,A5,EH,CPE,02/2024,11,14,2019,9999,J,204,56310,M2,0,5,6,11,13,15,5,15,7,12,99
AU31665,AUDI,A5,EH,CPE,01/2022,16,15,2019,2023,K,265,62830,M2,0,6,6,11,13,17,6,16,7,12,99
AU31673,AUDI,A5,GH,CPE,02/2024,11,14,2019,9999,J,204,57730,M2,0,14,8,10,14,15,6,15,7,12,99
AU31675,AUDI,A5,GH,CAB,02/2024,11,14,2019,9999,K,204,63130,M2,0,5,5,11,13,15,7,16,7,13,99
AU33044,AUDI,A4 III - IV,CARB,BRK,03/2010,17,15,2007,2013,H,265,48230,M2,0,4,4,11,11,17,7,15,7,10,99
AU33066,AUDI,A4 III - IV,CARB,BER,03/2010,17,15,2007,2013,H,265,46900,M2,0,5,5,11,12,17,8,15,7,10,99
AU33074,AUDI,A4 III - IV,DIES,BER,03/2010,15,16,2007,2011,H,240,47400,M2,0,5,6,11,12,13,7,14,11,10,99
AU33098,AUDI,A4 III - IV,DIES,BRK,03/2010,15,14,2007,2011,H,240,48730,M2,0,4,5,11,12,13,7,13,11,10,99
AU33128,AUDI,A4 III - IV,CARB,BRK,03/2010,8,12,2007,2011,F,120,34680,M2,0,14,5,6,12,5,4,10,7,10,99
AU33140,AUDI,A4 III - IV,CARB,BER,03/2010,13,14,2007,2013,G,211,42400,M2,0,5,5,11,12,13,7,14,7,10,99
AU33143,AUDI,A4 III - IV,DIES,BER,03/2010,8,13,2007,2015,F,143,38050,M2,0,13,8,7,13,7,5,12,11,10,99
AU33146,AUDI,A4 III - IV,CARB,BRK,03/2010,13,14,2007,2013,G,211,43730,M2,0,9,4,8,12,13,6,13,7,10,99
AU33149,AUDI,A4 III - IV,DIES,BRK,03/2010,8,13,2007,2015,F,143,39380,M2,0,12,6,8,13,7,4,12,11,10,99
AU33181,AUDI,A4 III - IV,CARB,BER,03/2010,7,12,2008,2012,G,120,41140,M2,0,13,6,7,12,5,4,12,7,11,47
AU33183,AUDI,A4 III - IV,CARB,BER,03/2010,9,13,2008,2012,G,160,43410,M2,0,13,6,7,13,7,5,13,7,11,47
AU33186,AUDI,A4 III - IV,CARB,BER,03/2010,10,14,2008,2012,H,180,45170,M2,0,10,5,7,13,13,7,14,7,11,47
AU33194,AUDI,A4 III - IV,DIES,BER,03/2010,6,12,2008,2012,G,120,41010,M2,0,13,8,7,13,5,4,12,11,11,47
AU33206,AUDI,A4 III - IV,CARB,BRK,03/2010,7,12,2008,2012,G,120,42440,M2,0,14,5,6,12,5,4,11,7,11,47
AU33207,AUDI,A4 III - IV,CARB,BRK,03/2010,9,13,2008,2012,G,160,42740,M2,0,12,5,8,12,7,4,12,7,11,47
AU33210,AUDI,A4 III - IV,CARB,BRK,03/2010,10,14,2008,2012,H,180,45040,M2,0,9,4,8,12,13,6,13,7,11,47
AU33211,AUDI,A4 III - IV,CARB,BRK,03/2010,11,14,2008,2012,H,180,47040,M2,0,12,5,8,13,13,6,13,7,11,47
AU33280,AUDI,A4 III - IV,DIES,BER,03/2010,7,12,2008,9999,E,136,34135,M2,1,13,8,7,13,7,4,12,11,11,47
AU33341,AUDI,A4 III - IV,DIES,BRK,03/2010,7,12,2009,9999,F,136,36000,M2,1,12,6,8,13,7,4,11,11,11,99
AU33370,AUDI,A4 III - IV,CARB,BER,03/2010,12,14,2010,2015,H,211,46000,M2,0,5,5,11,12,13,7,14,7,11,99
AU33389,AUDI,A4 III - IV,DIES,BER,03/2010,9,14,2010,2016,G,177,43300,M2,0,10,6,7,13,13,7,14,11,11,99
AU33394,AUDI,A4 III - IV,DIES,BER,03/2010,10,14,2010,2016,G,177,43800,M2,0,10,6,7,13,13,7,14,11,11,99
AU33398,AUDI,A4 III - IV,DIES,BER,03/2010,11,14,2010,2017,H,204,46100,M2,0,10,6,7,13,13,7,14,11,11,99
AU33406,AUDI,A4 III - IV,DIES,BER,03/2010,14,15,2010,2017,J,245,51900,M2,0,5,6,11,12,15,7,15,11,11,99
AU33431,AUDI,A4 III - IV,CARB,BRK,03/2010,12,14,2010,2015,H,211,47350,M2,0,9,4,8,12,13,6,13,7,11,99
AU33435,AUDI,A4 III - IV,CARB,BRK,03/2010,18,15,2010,2016,J,272,53150,M2,0,4,4,11,11,17,8,15,7,11,99
AU33439,AUDI,A4 III - IV,DIES,BRK,03/2010,6,12,2010,2017,E,120,34250,M2,0,14,6,6,13,5,4,10,10,11,99
AU33453,AUDI,A4 III - IV,DIES,BRK,03/2010,9,14,2010,2016,H,177,44650,M2,0,12,6,8,14,13,6,13,11,11,99
AU33458,AUDI,A4 III - IV,DIES,BRK,03/2010,10,14,2010,2016,H,177,45150,M2,0,9,5,8,13,13,6,13,11,11,99
AU33462,AUDI,A4 III - IV,DIES,BRK,03/2010,11,14,2010,2017,H,204,47450,M2,0,9,5,8,13,13,6,13,11,11,99
AU35012,AUDI,Q5,DIES,VTC,03/2010,15,15,2007,2014,J,240,55300,TT,0,9,3,9,10,16,6,15,10,12,99
AU35015,AUDI,Q5,DIES,VTC,03/2010,10,15,2007,2014,H,170,49250,TT,0,12,4,9,11,15,6,15,10,12,99
AU35019,AUDI,Q5,CARB,VTC,03/2010,18,16,2007,2014,J,270,54500,TT,0,9,2,9,9,17,6,16,7,12,99
AU35027,AUDI,Q5,DIES,VTC,03/2010,9,14,2008,2012,H,143,44800,TT,0,14,4,7,10,13,4,13,10,12,98
AU35031,AUDI,Q5,CARB,VTC,03/2010,11,15,2008,9999,H,180,46000,TT,0,12,3,9,10,15,6,15,7,12,98
AU35035,AUDI,Q5,DIES,VTC,03/2010,8,14,2009,2015,H,143,45400,TT,0,14,4,7,10,13,4,13,10,12,98
AU35048,AUDI,Q5,CARB,VTC,03/2010,12,15,2010,2017,J,211,58500,TT,1,9,2,9,9,16,6,15,7,12,99
AU35053,AUDI,Q5,CARB,VTC,03/2010,13,15,2010,2014,J,211,51000,TT,0,9,2,9,9,16,6,15,7,12,0
AU35289,AUDI,Q5,EE,VTC,01/2022,15,16,2019,9999,K,252,67080,TT,0,11,2,9,9,17,8,16,6,11,99
AU35317,AUDI,Q5,EH,VTC,02/2024,16,16,2020,9999,K,265,64900,TT,0,4,2,11,8,17,6,16,6,11,99
AU35321,AUDI,Q5,GH,VTC,02/2024,11,15,2020,9999,K,204,62700,TT,0,9,2,9,9,17,6,15,6,11,99
AU35323,AUDI,Q5,GH,VTC,02/2024,17,16,2020,9999,K,286,72200,TT,0,5,2,11,8,17,8,16,6,11,99
AU35334,AUDI,Q5,EE,VTC,02/2024,16,16,2020,9999,K,265,73650,TT,0,11,2,9,9,17,8,16,6,11,99
AU35335,AUDI,Q5,GH,VTC,02/2024,22,16,2020,9999,L,341,79600,TT,0,5,2,11,8,18,8,16,6,11,99
AU35339,AUDI,Q5,GH,VTC,02/2024,9,15,2020,9999,K,163,60590,TT,0,12,3,9,10,17,6,15,6,13,99
AU36161,AUDI,A6 III,DIES,BER,03/2010,7,12,2008,2013,G,136,41900,H1,0,15,8,7,13,9,4,12,12,12,98
AU36212,AUDI,A6 III,DIES,BRK,03/2010,7,12,2008,2013,H,136,44300,H1,0,13,6,9,13,9,4,11,12,12,98
AU36237,AUDI,A6 III,DIES,BER,03/2010,8,12,2009,2012,H,136,47700,H1,0,15,8,7,13,9,4,12,12,12,98
AU36239,AUDI,A6 III,DIES,BER,03/2010,10,14,2009,2012,H,170,49100,H1,0,15,8,7,14,14,7,13,12,12,98
AU36241,AUDI,A6 III,DIES,BER,03/2010,11,14,2009,2012,J,190,52200,H1,0,12,6,7,13,15,7,15,12,12,98
AU36242,AUDI,A6 III,DIES,BER,03/2010,12,14,2009,2012,J,190,55000,H1,0,12,6,7,13,15,8,15,12,12,98
AU36244,AUDI,A6 III,DIES,BER,03/2010,15,14,2009,2012,J,240,57600,H1,0,7,6,11,13,15,8,15,12,12,98
AU36246,AUDI,A6 III,CARB,BER,03/2010,10,14,2009,2012,H,170,47700,H1,0,12,5,7,13,14,7,13,8,12,98
AU36249,AUDI,A6 III,CARB,BER,03/2010,12,14,2009,2012,J,190,51000,H1,0,12,5,7,13,15,7,15,8,12,98
AU36251,AUDI,A6 III,CARB,BER,03/2010,14,14,2009,2012,J,220,55800,H1,0,7,5,11,12,15,8,15,8,12,98
AU36252,AUDI,A6 III,CARB,BER,03/2010,19,15,2009,2012,J,290,59300,H1,0,7,5,11,12,17,8,15,8,12,98
AU36253,AUDI,A6 III,DIES,BRK,03/2010,8,12,2009,2012,J,136,50100,H1,0,13,6,9,13,13,4,12,12,12,98
AU36255,AUDI,A6 III,DIES,BRK,03/2010,10,14,2009,2012,J,170,51500,H1,0,13,6,9,14,15,7,13,12,12,98
AU36257,AUDI,A6 III,DIES,BRK,03/2010,11,14,2009,2012,J,190,54600,H1,0,11,5,9,13,15,7,13,12,12,98
AU36258,AUDI,A6 III,DIES,BRK,03/2010,12,14,2009,2012,J,190,57400,H1,0,11,5,9,13,15,7,13,12,12,98
AU36260,AUDI,A6 III,DIES,BRK,03/2010,15,14,2009,2012,J,239,60000,H1,0,5,5,11,12,15,7,13,12,12,98
AU36262,AUDI,A6 III,CARB,BRK,03/2010,10,14,2009,2012,J,170,50100,H1,0,11,4,9,12,15,7,13,8,12,98
AU36265,AUDI,A6 III,CARB,BRK,03/2010,12,14,2009,2012,J,190,53400,H1,0,11,4,9,12,15,7,13,8,12,98
AU36267,AUDI,A6 III,CARB,BRK,03/2010,14,14,2009,2012,J,220,58200,H1,0,11,4,9,12,15,7,13,8,12,98
AU36268,AUDI,A6 III,CARB,BRK,03/2010,19,15,2009,2012,K,290,61700,H1,0,5,4,11,11,17,7,15,8,12,98
AU37009,AUDI,A5 SPORTBACK,DIES,BER,03/2010,15,14,2008,2013,J,240,52950,M2,0,5,6,11,12,15,8,15,11,11,98
AU37013,AUDI,A5 SPORTBACK,CARB,BER,03/2010,13,14,2008,2013,H,211,47800,M2,0,5,5,11,12,13,7,14,7,11,98
AU37016,AUDI,A5 SPORTBACK,CARB,BER,03/2010,17,15,2008,2013,J,265,53150,M2,0,5,5,11,12,17,8,16,7,11,98
AU37044,AUDI,A5 SPORTBACK,CARB,BER,03/2010,10,14,2008,2012,H,180,45800,M2,0,10,5,7,13,13,7,14,7,11,98
AU37045,AUDI,A5 SPORTBACK,CARB,BER,03/2010,11,14,2008,2012,H,180,47900,M2,0,10,5,7,13,13,7,14,7,11,98
AU37049,AUDI,A5 SPORTBACK,DIES,BER,03/2010,8,13,2008,2012,H,143,47850,M2,0,13,8,7,13,7,5,13,11,11,98
AU37096,AUDI,A5 SPORTBACK,DIES,BER,03/2010,14,15,2010,2017,J,245,55300,M2,0,5,6,11,12,15,7,15,11,11,99
AU37101,AUDI,A5 SPORTBACK,CARB,BER,03/2010,12,14,2010,2015,H,211,49900,M2,0,5,5,11,12,13,7,14,7,11,99
AU37106,AUDI,A5 SPORTBACK,DIES,BER,03/2010,9,14,2010,2016,H,177,46250,M2,0,10,6,7,13,13,7,14,11,11,99
AU37110,AUDI,A5 SPORTBACK,DIES,BER,03/2010,11,14,2010,2017,H,204,49300,M2,0,10,6,7,13,13,7,14,11,11,99
AU37115,AUDI,A5 SPORTBACK,CARB,BER,03/2010,9,14,2010,2017,G,170,43000,M2,0,10,5,7,13,13,7,14,7,11,99
AU37130,AUDI,A5 SPORTBACK,DIES,BER,03/2010,7,13,2010,2015,G,143,42000,M2,1,13,8,7,13,7,5,13,11,11,99
AU37140,AUDI,A5 SPORTBACK,DIES,BER,03/2010,10,14,2010,2016,H,177,46650,M2,0,10,6,7,13,13,7,14,11,11,99
AU37494,AUDI,A5 SPORTBACK,DIES,BER,01/2022,17,15,2018,9999,K,286,68320,M2,0,5,6,11,12,17,9,16,11,10,99
AU37500,AUDI,A5 SPORTBACK,GH,BER,02/2024,9,14,2019,9999,H,163,44940,M2,0,10,5,7,12,13,7,14,7,10,99
AU37505,AUDI,A5 SPORTBACK,EH,BER,02/2024,8,13,2019,9999,G,150,42830,M2,0,10,5,7,11,7,5,13,7,12,99
AU37512,AUDI,A5 SPORTBACK,EH,BER,02/2024,11,14,2019,9999,J,204,56310,M2,0,5,5,11,11,15,7,15,7,12,99
AU37518,AUDI,A5 SPORTBACK,EH,BER,01/2022,16,15,2019,2023,K,265,62830,M2,0,5,5,11,11,17,8,16,7,12,99
AU37526,AUDI,A5 SPORTBACK,GH,BER,02/2024,11,14,2019,9999,J,204,57730,M2,0,13,6,7,13,15,7,15,7,12,99
AU39045,AUDI,A1,DIES,BER,02/2010,7,13,2010,2016,D,143,26050,B2,1,7,8,7,13,9,8,11,9,8,0
AU39051,AUDI,A1,CARB,BER,02/2010,5,9,2010,2016,C,86,22100,B2,1,10,6,4,11,8,5,8,6,8,0
AU39063,AUDI,A1,CARB,BER,02/2010,6,12,2010,2016,D,122,26150,B2,0,7,6,7,12,10,7,10,6,8,0
AU39066,AUDI,A1,CARB,BER,02/2010,10,15,2010,2016,D,185,28100,B2,0,4,5,7,12,14,10,12,6,8,0
AU39072,AUDI,A1,DIES,BER,02/2010,4,9,2010,2016,C,90,23600,B2,0,10,8,4,12,8,5,8,9,8,0
AU39078,AUDI,A1,DIES,BER,02/2010,5,9,2010,2016,D,90,25350,B2,1,10,8,4,12,8,5,8,9,8,0
AU40001,AUDI,A7,CARB,BER,03/2010,20,15,2009,2012,K,299,62900,H2,0,4,5,11,12,18,8,16,8,13,99
AU40004,AUDI,A7,DIES,BER,03/2010,15,14,2009,2012,K,245,61500,H2,0,4,6,11,13,17,7,15,12,13,99
AU40009,AUDI,A7,CARB,BER,03/2010,12,14,2009,9999,J,204,58400,H2,0,7,5,8,13,17,7,15,8,13,99
AU40015,AUDI,A7,DIES,BER,03/2010,11,14,2009,9999,K,204,60400,H2,0,7,6,8,13,17,6,15,12,13,99
AU40025,AUDI,A7,DIES,BER,03/2010,12,14,2010,2016,K,204,63300,H2,0,7,6,8,13,17,7,15,12,13,99
AU40028,AUDI,A7,DIES,BER,03/2010,20,15,2010,9999,K,313,71100,H2,0,4,6,11,13,18,8,16,12,13,99
AU40077,AUDI,A7,EH,BER,01/2022,22,16,2017,9999,L,340,80500,H2,1,4,5,11,12,18,8,16,8,13,99
AU40084,AUDI,A7,GH,BER,02/2024,11,14,2018,9999,K,204,62500,H2,0,4,5,11,12,17,7,15,8,13,99
AU40089,AUDI,A7,GH,BER,01/2022,13,14,2018,9999,L,231,75300,H2,0,4,5,11,12,18,9,15,8,13,99
AU40109,AUDI,A7,EH,BER,02/2024,16,15,2019,9999,K,265,66710,H2,0,4,5,11,12,18,8,16,8,13,99
AU40122,AUDI,A7,GH,BER,02/2024,17,15,2020,9999,L,286,75480,H2,0,4,5,11,12,18,9,16,8,13,99
AU40130,AUDI,A7,EE,BER,02/2024,16,15,2020,9999,L,265,86100,H2,0,4,5,11,12,18,9,16,8,13,99
AU41003,AUDI,RS3,CARB,BER,01/2022,29,16,2016,9999,K,400,61500,M1,0,4,5,11,11,17,9,16,7,9,99
AU42022,AUDI,A6 IV,DIES,BER,03/2010,9,14,2010,2016,H,177,46500,H,0,12,6,7,13,14,7,13,12,12,99
AU42023,AUDI,A6 IV,DIES,BER,03/2010,11,14,2010,2016,J,204,53200,H,0,7,6,11,13,15,7,15,12,12,99
AU42024,AUDI,A6 IV,DIES,BER,03/2010,12,14,2010,2016,J,204,56100,H,0,7,6,11,13,15,8,15,12,12,99
AU42025,AUDI,A6 IV,DIES,BER,03/2010,15,15,2010,2016,J,245,58500,H,0,7,6,11,13,15,8,15,12,12,99
AU42027,AUDI,A6 IV,CARB,BER,03/2010,12,14,2010,2016,J,204,54400,H,0,7,5,11,12,15,8,15,8,12,99
AU42028,AUDI,A6 IV,CARB,BER,03/2010,20,15,2010,2014,K,300,60500,H,0,7,5,11,12,17,8,16,8,12,99
AU42031,AUDI,A6 IV,DIES,BER,03/2010,10,14,2010,2016,H,177,48800,H,0,12,6,7,13,14,7,13,12,12,99
AU42043,AUDI,A6 IV,CARB,BER,03/2010,10,14,2010,2016,H,180,47800,H,0,12,5,7,13,14,7,13,8,12,99
AU42059,AUDI,A6 IV,DIES,BRK,03/2010,11,14,2010,2016,J,204,55700,H,0,11,5,9,13,15,7,13,12,12,99
AU42063,AUDI,A6 IV,DIES,BRK,03/2010,12,14,2010,2016,J,204,58600,H,0,11,5,9,13,15,7,13,12,12,99
