ID_Veh,SpecCarMakeName,SpecCarType,SpecCarFuelType,SpecCarBodyType,FirstCarDrivingDate,SpecCarPower,groupe_tarification_vehicule,date_debut_construction,date_fin_construction,classe_tarification_vehicule,puissance_reel_vehicule,valeur_a_neuf_vehicule,categorie_commerciale_vehicule,qualification_vehicule_vert,code_type_frequence_rcm,code_type_frequence_rcc,code_type_cout_rcm,code_type_frequence_dta,code_type_cout_dta,code_type_frequence_vol,code_type_cout_vol,code_type_frequence_bdg,code_type_cout_bdg,code_vente_vehicule
AU24022,AUDI,A2,DIES,BER,11/2005,4,9,2004,2007,C,75,21720,B2,0,10,9,4,11,7,4,8,8,5,99
AU24023,AUDI,A2,DIES,BER,11/2005,4,9,2004,2007,D,75,24070,B2,0,10,9,4,11,7,4,8,8,5,99
AU24024,AUDI,A2,CARB,BER,02/2005,6,11,2004,2007,C,110,22980,B2,0,7,6,7,11,8,6,9,6,5,99
AU24025,AUDI,A2,CARB,BER,11/2005,6,11,2004,2007,D,110,24750,B2,0,7,6,7,11,8,6,9,6,5,99
AU25013,AUDI,ALLROAD,DIES,BRK,11/2005,12,16,2002,2007,J,180,55930,TT,0,14,6,2,14,16,6,15,10,8,99
AU25014,AUDI,ALLROAD,DIES,BRK,11/2005,12,16,2002,2007,J,180,50900,TT,0,14,6,2,14,16,6,15,10,8,99
AU25015,AUDI,ALLROAD,CARB,BRK,11/2005,18,16,2002,2007,J,250,56120,TT,0,12,4,2,13,16,6,15,7,8,99
AU25016,AUDI,ALLROAD,CARB,BRK,11/2005,18,16,2002,2007,J,250,57650,TT,0,12,4,2,13,16,6,15,7,8,99
AU25017,AUDI,ALLROAD,CARB,BRK,11/2005,18,16,2002,2007,K,250,61150,TT,0,12,4,2,13,17,6,15,7,8,99
AU25018,AUDI,ALLROAD,CARB,BRK,11/2005,18,16,2002,2007,K,250,62680,TT,0,12,4,2,13,17,6,15,7,8,99
AU25019,AUDI,ALLROAD,CARB,BRK,11/2005,19,16,2002,2007,K,250,63120,TT,0,12,4,2,13,17,6,15,7,8,99
AU25020,AUDI,ALLROAD,CARB,BRK,02/2005,19,16,2002,2007,J,250,58090,TT,0,12,4,2,13,16,6,15,7,8,99
AU25021,AUDI,ALLROAD,DIES,BRK,11/2005,12,16,2002,2007,J,180,48930,TT,0,14,6,2,14,15,6,13,10,8,99
AU25022,AUDI,ALLROAD,DIES,BRK,11/2005,12,16,2002,2007,J,180,50460,TT,0,14,6,2,14,16,6,15,10,8,99
AU25023,AUDI,ALLROAD,DIES,BRK,11/2005,12,16,2002,2007,J,180,53960,TT,0,14,6,2,14,16,6,15,10,8,99
AU25024,AUDI,ALLROAD,DIES,BRK,11/2005,12,16,2002,2007,J,180,55490,TT,0,14,6,2,14,16,6,15,10,8,99
AU25025,AUDI,ALLROAD,DIES,BRK,02/2005,13,16,2002,2007,J,180,50900,TT,0,14,6,2,14,16,6,15,10,8,99
AU25026,AUDI,ALLROAD,DIES,BRK,11/2005,13,16,2002,2007,J,180,55930,TT,0,14,6,2,14,16,6,15,10,8,99
AU25027,AUDI,ALLROAD,DIES,BRK,11/2005,12,15,2003,2007,J,180,49690,TT,0,14,6,2,14,15,6,13,10,9,99
AU25028,AUDI,ALLROAD,DIES,BRK,11/2005,12,15,2003,2007,J,180,51660,TT,0,14,6,2,14,16,6,15,10,9,99
AU25029,AUDI,ALLROAD,DIES,BRK,11/2005,12,15,2003,2007,J,180,51220,TT,0,14,6,2,14,16,6,15,10,9,99
AU25030,AUDI,ALLROAD,CARB,BRK,11/2005,18,15,2003,2007,J,250,58470,TT,0,12,4,2,13,16,6,15,7,9,99
AU25031,AUDI,ALLROAD,CARB,BRK,11/2005,19,15,2003,2007,J,250,58910,TT,0,12,4,2,13,16,6,15,7,9,99
AU25032,AUDI,ALLROAD,CARB,BRK,11/2005,18,15,2003,2007,J,250,56940,TT,0,12,4,2,13,16,6,15,7,9,99
AU25033,AUDI,ALLROAD,DIES,BRK,11/2005,12,15,2003,2007,J,180,58450,TT,0,14,6,2,14,16,6,15,10,9,99
AU25034,AUDI,ALLROAD,DIES,BRK,11/2005,12,15,2003,2007,J,180,58890,TT,0,14,6,2,14,16,6,15,10,9,99
AU25035,AUDI,ALLROAD,DIES,BRK,11/2005,12,15,2003,2007,J,180,56920,TT,0,14,6,2,14,16,6,15,10,9,99
AU25036,AUDI,ALLROAD,CARB,BRK,11/2005,18,15,2003,2007,K,250,64170,TT,0,12,4,2,13,17,6,15,7,9,99
AU25037,AUDI,ALLROAD,CARB,BRK,11/2005,18,15,2003,2007,K,250,65700,TT,0,12,4,2,13,17,6,15,7,9,99
AU25038,AUDI,ALLROAD,CARB,BRK,11/2005,19,15,2003,2007,K,250,66140,TT,0,12,4,2,13,17,6,15,7,9,99
AU25039,AUDI,ALLROAD,DIES,BRK,11/2005,13,15,2004,2007,J,180,52130,TT,0,14,6,2,14,16,6,15,10,8,99
AU25040,AUDI,ALLROAD,DIES,BRK,11/2005,13,15,2004,2007,J,180,59360,TT,0,14,6,2,14,16,6,15,10,8,99
AU25041,AUDI,ALLROAD,CARB,BRK,11/2005,18,16,2005,2010,J,255,51510,TT,0,6,4,10,12,17,7,15,7,10,99
AU25042,AUDI,ALLROAD,CARB,BRK,11/2005,18,16,2005,2010,J,255,55960,TT,0,6,4,10,12,17,7,15,7,10,99
AU25043,AUDI,ALLROAD,CARB,BRK,11/2005,18,16,2005,2010,K,255,62360,TT,0,6,4,10,12,17,7,16,7,10,99
AU25044,AUDI,ALLROAD,CARB,BRK,11/2005,18,16,2005,2010,J,255,53710,TT,0,6,4,10,12,17,7,15,7,10,99
AU25045,AUDI,ALLROAD,CARB,BRK,11/2005,18,16,2005,2010,J,255,58160,TT,0,6,4,10,12,17,7,15,7,10,99
AU25046,AUDI,ALLROAD,CARB,BRK,02/2005,18,16,2005,2010,K,255,64560,TT,0,6,4,10,12,17,7,16,7,10,99
AU25048,AUDI,ALLROAD,DIES,BRK,11/2005,12,15,2005,2010,H,180,48750,TT,0,15,6,2,14,15,9,13,10,10,99
AU25049,AUDI,ALLROAD,DIES,BRK,11/2005,12,15,2005,2010,J,180,53200,TT,0,15,6,2,14,16,9,15,10,10,99
AU25050,AUDI,ALLROAD,DIES,BRK,02/2005,12,15,2005,2010,J,180,59600,TT,0,15,6,2,14,16,9,15,10,10,99
AU25051,AUDI,ALLROAD,DIES,BRK,11/2005,15,15,2005,2010,H,233,49140,TT,0,12,5,2,13,15,6,13,10,10,99
AU25052,AUDI,ALLROAD,DIES,BRK,11/2005,15,15,2005,2010,J,233,53590,TT,0,12,5,2,13,16,6,15,10,10,99
AU25053,AUDI,ALLROAD,DIES,BRK,11/2005,15,15,2005,2010,J,233,59990,TT,0,12,5,2,13,16,6,15,10,10,99
AU25054,AUDI,ALLROAD,DIES,BRK,11/2005,15,15,2005,2010,J,233,51340,TT,0,13,5,2,13,16,9,15,10,10,99
AU25055,AUDI,ALLROAD,DIES,BRK,11/2005,15,15,2005,2010,J,233,55790,TT,0,13,5,2,13,16,9,15,10,10,99
AU25056,AUDI,ALLROAD,DIES,BRK,02/2005,15,15,2005,2010,K,233,62190,TT,0,13,5,2,13,17,9,15,10,10,99
AU25059,AUDI,ALLROAD,CARB,BRK,03/2010,20,16,2007,2014,K,290,66400,TT,0,6,4,10,12,17,7,16,7,11,99
AU25063,AUDI,ALLROAD,DIES,BRK,03/2010,12,15,2007,2014,K,190,62100,TT,0,15,6,2,14,17,9,15,10,11,99
AU25069,AUDI,ALLROAD,DIES,BRK,03/2010,15,15,2007,2014,K,240,64700,TT,0,13,5,2,13,17,9,15,10,11,99
AU27011,AUDI,RS6,EH,BRK,02/2024,58,16,2022,9999,N,630,146450,H2,0,4,4,11,11,20,9,17,8,13,99
AU28001,AUDI,A3 SPORTBACK,CARB,BER,11/2005,7,12,2003,2009,D,115,23420,M1,0,12,6,5,11,6,4,9,7,8,99
AU28002,AUDI,A3 SPORTBACK,CARB,BER,11/2005,9,13,2003,2008,D,150,26040,M1,0,9,6,7,12,7,6,12,7,8,99
AU28003,AUDI,A3 SPORTBACK,CARB,BER,11/2005,7,12,2003,2009,D,115,25730,M1,0,12,6,5,11,6,4,9,7,8,99
AU28004,AUDI,A3 SPORTBACK,CARB,BER,11/2005,9,13,2003,2008,E,150,28350,M1,0,9,6,7,12,7,6,12,7,8,99
AU28005,AUDI,A3 SPORTBACK,CARB,BER,11/2005,9,13,2003,2008,E,150,30120,M1,0,9,6,7,12,7,6,12,7,8,99
AU28006,AUDI,A3 SPORTBACK,CARB,BER,11/2005,7,12,2003,2009,D,115,25950,M1,0,12,6,5,11,6,4,9,7,8,99
AU28007,AUDI,A3 SPORTBACK,CARB,BER,11/2005,9,13,2003,2008,E,150,28570,M1,0,9,6,7,12,7,6,12,7,8,99
AU28008,AUDI,A3 SPORTBACK,CARB,BER,11/2005,9,13,2003,2008,E,150,30340,M1,0,9,6,7,12,7,6,12,7,8,99
AU28009,AUDI,A3 SPORTBACK,CARB,BER,11/2005,7,12,2003,2009,E,115,27550,M1,0,12,6,5,11,7,4,10,7,8,99
AU28010,AUDI,A3 SPORTBACK,CARB,BER,11/2005,9,13,2003,2008,E,150,30170,M1,0,9,6,7,12,7,6,12,7,8,99
AU28011,AUDI,A3 SPORTBACK,CARB,BER,02/2005,9,13,2003,2008,E,150,31940,M1,0,9,6,7,12,7,6,12,7,8,99
AU28012,AUDI,A3 SPORTBACK,CARB,BER,11/2005,7,12,2003,2009,E,115,29600,M1,0,12,6,5,11,7,4,10,7,8,99
AU28013,AUDI,A3 SPORTBACK,CARB,BER,11/2005,9,13,2003,2008,F,150,32220,M1,0,9,6,7,12,7,6,12,7,8,99
AU28014,AUDI,A3 SPORTBACK,CARB,BER,11/2005,9,13,2003,2008,F,150,33990,M1,0,9,6,7,12,7,6,12,7,8,99
AU28015,AUDI,A3 SPORTBACK,DIES,BER,11/2005,6,11,2003,2011,D,105,24170,M1,0,12,8,5,12,6,4,9,10,8,99
AU28016,AUDI,A3 SPORTBACK,DIES,BER,11/2005,8,13,2003,2011,D,140,25910,M1,0,9,8,7,13,6,6,11,10,8,99
AU28017,AUDI,A3 SPORTBACK,DIES,BER,11/2005,6,11,2003,2011,D,105,26480,M1,0,12,8,5,12,7,4,10,10,8,99
AU28018,AUDI,A3 SPORTBACK,DIES,BER,11/2005,8,13,2003,2011,E,140,28220,M1,0,9,8,7,13,7,6,12,10,8,99
AU28019,AUDI,A3 SPORTBACK,DIES,BER,11/2005,8,13,2003,2008,E,140,30340,M1,0,9,8,7,13,7,6,12,10,8,99
AU28020,AUDI,A3 SPORTBACK,DIES,BER,11/2005,6,11,2003,2011,D,105,26700,M1,0,12,8,5,12,7,4,10,10,8,99
AU28021,AUDI,A3 SPORTBACK,DIES,BER,11/2005,8,13,2003,2011,E,140,28440,M1,0,9,8,7,13,7,6,12,10,8,99
AU28022,AUDI,A3 SPORTBACK,DIES,BER,11/2005,8,13,2003,2008,E,140,30510,M1,0,9,8,7,13,7,6,12,10,8,99
AU28023,AUDI,A3 SPORTBACK,DIES,BER,11/2005,6,11,2003,2011,E,105,28300,M1,0,12,8,5,12,7,4,10,10,8,99
AU28024,AUDI,A3 SPORTBACK,DIES,BER,11/2005,8,13,2003,2011,E,140,30040,M1,0,9,8,7,13,7,6,12,10,8,99
AU28025,AUDI,A3 SPORTBACK,DIES,BER,11/2005,8,13,2003,2008,F,140,32110,M1,0,9,8,7,13,7,6,12,10,8,99
AU28026,AUDI,A3 SPORTBACK,DIES,BER,11/2005,6,11,2003,2011,E,105,30350,M1,0,12,8,5,12,7,4,12,10,8,99
AU28027,AUDI,A3 SPORTBACK,DIES,BER,11/2005,8,13,2003,2011,F,140,32090,M1,0,9,8,7,13,7,6,12,10,8,99
AU28028,AUDI,A3 SPORTBACK,DIES,BER,11/2005,8,13,2003,2008,F,140,34160,M1,0,9,8,7,13,7,6,12,10,8,99
AU28029,AUDI,A3 SPORTBACK,CARB,BER,11/2005,7,11,2003,2010,D,102,26440,M1,0,12,6,5,11,7,4,10,7,8,99
AU28030,AUDI,A3 SPORTBACK,CARB,BER,11/2005,7,11,2003,2010,D,102,26660,M1,0,12,6,5,11,7,4,10,7,8,99
AU28031,AUDI,A3 SPORTBACK,CARB,BER,02/2005,7,11,2003,2010,E,102,28260,M1,0,12,6,5,11,7,4,10,7,8,99
AU28032,AUDI,A3 SPORTBACK,CARB,BER,11/2005,7,11,2003,2010,E,102,30310,M1,0,12,6,5,11,7,4,12,7,8,99
AU28033,AUDI,A3 SPORTBACK,CARB,BER,11/2005,13,14,2003,2010,F,200,32980,M1,0,7,5,7,12,13,9,13,7,8,99
AU28034,AUDI,A3 SPORTBACK,CARB,BER,11/2005,12,16,2003,2008,F,200,32920,M1,0,5,5,7,12,13,9,13,7,8,99
AU28035,AUDI,A3 SPORTBACK,CARB,BER,11/2005,17,16,2003,2010,G,250,37920,M1,0,4,5,11,11,13,9,13,7,8,99
AU28036,AUDI,A3 SPORTBACK,CARB,BER,11/2005,17,16,2003,2008,G,250,39990,M1,0,4,5,11,11,13,9,13,7,8,99
AU28037,AUDI,A3 SPORTBACK,CARB,BER,02/2005,13,14,2003,2010,F,200,34580,M1,0,7,5,7,12,13,9,13,7,8,99
AU28038,AUDI,A3 SPORTBACK,CARB,BER,02/2005,12,16,2003,2008,F,200,34520,M1,0,5,5,7,12,13,9,13,7,8,99
AU28039,AUDI,A3 SPORTBACK,CARB,BER,11/2005,17,16,2003,2010,G,250,39520,M1,0,4,5,11,11,13,9,13,7,8,99
AU28040,AUDI,A3 SPORTBACK,CARB,BER,11/2005,17,16,2003,2008,G,250,41590,M1,0,4,5,11,11,13,9,14,7,8,99
AU28041,AUDI,A3 SPORTBACK,CARB,BER,11/2005,13,14,2003,2010,F,200,36630,M1,0,7,5,7,12,13,9,13,7,8,99
AU28042,AUDI,A3 SPORTBACK,CARB,BER,11/2005,12,16,2003,2008,F,200,36570,M1,0,5,5,7,12,13,9,13,7,8,99
AU28043,AUDI,A3 SPORTBACK,CARB,BER,11/2005,17,16,2003,2010,G,250,41570,M1,0,4,5,11,11,13,9,14,7,8,99
AU28044,AUDI,A3 SPORTBACK,CARB,BER,11/2005,17,16,2003,2008,H,250,43640,M1,0,4,5,11,11,13,9,14,7,8,99
AU28045,AUDI,A3 SPORTBACK,CARB,BER,11/2005,6,11,2004,2007,C,102,22360,M1,0,12,6,5,11,6,4,9,7,8,99
AU28046,AUDI,A3 SPORTBACK,CARB,BER,11/2005,7,11,2004,2010,C,102,22360,M1,0,12,6,5,11,6,4,9,7,8,99
AU28047,AUDI,A3 SPORTBACK,CARB,BER,11/2005,6,11,2004,2007,D,102,24670,M1,0,12,6,5,11,6,4,9,7,8,99
AU28048,AUDI,A3 SPORTBACK,CARB,BER,11/2005,7,11,2004,2010,D,102,24670,M1,0,12,6,5,11,6,4,9,7,8,99
AU28049,AUDI,A3 SPORTBACK,CARB,BER,11/2005,6,11,2004,2007,D,102,24890,M1,0,12,6,5,11,6,4,9,7,8,99
AU28050,AUDI,A3 SPORTBACK,CARB,BER,11/2005,7,11,2004,2010,D,102,24890,M1,0,12,6,5,11,6,4,9,7,8,99
AU28051,AUDI,A3 SPORTBACK,CARB,BER,02/2005,6,11,2004,2007,D,102,26690,M1,0,12,6,5,11,7,4,10,7,8,99
AU28052,AUDI,A3 SPORTBACK,CARB,BER,11/2005,7,11,2004,2010,D,102,26690,M1,0,12,6,5,11,7,4,10,7,8,99
AU28053,AUDI,A3 SPORTBACK,DIES,BER,11/2005,8,13,2004,2010,6,140,34040,M1,0,9,8,7,13,7,6,12,10,8,99
AU28054,AUDI,A3 SPORTBACK,DIES,BER,11/2005,8,13,2004,2008,6,140,36110,M1,0,9,8,7,13,7,6,12,10,8,99
AU28055,AUDI,A3 SPORTBACK,CARB,BER,11/2005,9,13,2004,2008,6,150,34170,M1,0,9,6,7,12,7,6,12,7,8,99
AU28056,AUDI,A3 SPORTBACK,CARB,BER,11/2005,9,13,2004,2008,6,150,35940,M1,0,9,6,7,12,7,6,12,7,8,99
AU28057,AUDI,A3 SPORTBACK,CARB,BER,11/2005,13,14,2004,2010,7,200,38580,M1,0,7,5,7,12,13,9,13,7,8,99
AU28058,AUDI,A3 SPORTBACK,CARB,BER,11/2005,12,16,2004,2008,7,200,38520,M1,0,5,5,7,12,13,9,13,7,8,99
AU28059,AUDI,A3 SPORTBACK,CARB,BER,11/2005,17,16,2004,2010,H,250,43520,M1,0,4,5,11,11,13,9,14,7,8,99
AU28060,AUDI,A3 SPORTBACK,CARB,BER,11/2005,17,16,2004,2008,H,250,45590,M1,0,4,5,11,11,13,9,14,7,8,99
AU28061,AUDI,A3 SPORTBACK,DIES,BER,11/2005,8,13,2004,2010,5,140,30490,M1,0,10,8,7,13,7,7,12,10,8,99
AU28062,AUDI,A3 SPORTBACK,DIES,BER,11/2005,8,13,2004,2010,5,140,30660,M1,0,10,8,7,13,7,7,12,10,8,99
AU28063,AUDI,A3 SPORTBACK,DIES,BER,11/2005,8,13,2004,2010,6,140,34310,M1,0,10,8,7,13,7,7,12,10,8,99
AU28064,AUDI,A3 SPORTBACK,DIES,BER,11/2005,8,13,2004,2010,5,140,32460,M1,0,10,8,7,13,7,7,12,10,8,99
AU28065,AUDI,A3 SPORTBACK,DIES,BER,02/2005,8,13,2004,2010,6,140,36170,M1,0,10,8,7,13,7,7,12,10,8,99
AU28066,AUDI,A3 SPORTBACK,CARB,BER,11/2005,12,16,2005,2014,5,200,31280,M1,0,5,5,7,12,13,9,13,7,8,99
AU28067,AUDI,A3 SPORTBACK,CARB,BER,11/2005,12,16,2005,2014,6,200,33080,M1,0,5,5,7,12,13,9,13,7,8,99
AU28068,AUDI,A3 SPORTBACK,CARB,BER,11/2005,12,16,2005,2014,6,200,34930,M1,0,5,5,7,12,13,9,13,7,8,99
AU28069,AUDI,A3 SPORTBACK,CARB,BER,11/2005,12,16,2005,2010,6,200,36730,M1,0,5,5,7,12,13,9,13,7,8,99
AU28070,AUDI,A3 SPORTBACK,DIES,BER,11/2005,7,13,2005,2010,4,136,26340,M1,0,9,8,7,13,7,5,11,10,8,99
AU28071,AUDI,A3 SPORTBACK,DIES,BER,11/2005,7,13,2005,2010,5,136,28650,M1,0,9,8,7,13,7,5,11,10,8,99
AU28072,AUDI,A3 SPORTBACK,DIES,BER,11/2005,7,13,2005,2010,5,136,28870,M1,0,9,8,7,13,7,5,11,10,8,99
AU28073,AUDI,A3 SPORTBACK,DIES,BER,02/2005,7,13,2005,2010,5,136,30670,M1,0,9,8,7,13,7,5,12,10,8,99
AU28074,AUDI,A3 SPORTBACK,DIES,BER,11/2005,7,13,2005,2010,5,136,32520,M1,0,9,8,7,13,7,5,12,10,8,99
AU28075,AUDI,A3 SPORTBACK,DIES,BER,11/2005,7,13,2005,2010,6,136,34320,M1,0,9,8,7,13,7,5,12,10,8,99
AU28076,AUDI,A3 SPORTBACK,DIES,BER,11/2005,10,14,2005,2010,5,170,30110,M1,0,5,6,7,13,13,9,13,10,8,99
AU28077,AUDI,A3 SPORTBACK,DIES,BER,11/2005,10,14,2005,2010,5,170,32230,M1,0,5,6,7,13,13,9,13,10,8,99
AU28078,AUDI,A3 SPORTBACK,DIES,BER,11/2005,10,14,2005,2010,5,170,32240,M1,0,7,6,7,13,13,9,13,10,8,99
AU28079,AUDI,A3 SPORTBACK,DIES,BER,11/2005,10,14,2005,2010,5,170,30330,M1,0,5,6,7,13,13,9,13,10,8,99
AU28080,AUDI,A3 SPORTBACK,DIES,BER,11/2005,10,14,2005,2010,5,170,32400,M1,0,5,6,7,13,13,9,13,10,8,99
AU28081,AUDI,A3 SPORTBACK,DIES,BER,11/2005,10,14,2005,2010,5,170,32460,M1,0,7,6,7,13,13,9,13,10,8,99
AU28082,AUDI,A3 SPORTBACK,DIES,BER,11/2005,10,14,2005,2010,5,170,32130,M1,0,5,6,7,13,13,9,13,10,8,99
AU28083,AUDI,A3 SPORTBACK,DIES,BER,02/2005,10,14,2005,2010,6,170,34200,M1,0,5,6,7,13,13,9,13,10,8,99
AU28084,AUDI,A3 SPORTBACK,DIES,BER,11/2005,10,14,2005,2010,6,170,34260,M1,0,7,6,7,13,13,9,13,10,8,99
AU28085,AUDI,A3 SPORTBACK,DIES,BER,11/2005,10,14,2005,2010,6,170,33980,M1,0,5,6,7,13,13,9,13,10,8,99
AU28086,AUDI,A3 SPORTBACK,DIES,BER,11/2005,10,14,2005,2010,6,170,36050,M1,0,5,6,7,13,13,9,13,10,8,99
AU28087,AUDI,A3 SPORTBACK,DIES,BER,11/2005,10,14,2005,2010,6,170,36110,M1,0,7,6,7,13,13,9,13,10,8,99
AU28088,AUDI,A3 SPORTBACK,DIES,BER,11/2005,10,14,2005,2010,6,170,35780,M1,0,5,6,7,13,13,9,13,10,8,99
AU28089,AUDI,A3 SPORTBACK,DIES,BER,11/2005,10,14,2005,2010,6,170,37850,M1,0,5,6,7,13,13,9,13,10,8,99
AU28090,AUDI,A3 SPORTBACK,DIES,BER,11/2005,10,14,2005,2010,6,170,37910,M1,0,7,6,7,13,13,9,13,10,8,99
AU28091,AUDI,A3 SPORTBACK,CARB,BER,11/2005,10,13,2005,2010,E,160,31470,M1,0,5,5,7,11,7,6,12,7,8,99
AU28092,AUDI,A3 SPORTBACK,CARB,BER,11/2005,10,13,2005,2010,E,160,31690,M1,0,5,5,7,11,7,6,12,7,8,99
AU28093,AUDI,A3 SPORTBACK,CARB,BER,02/2005,10,13,2005,2010,F,160,33491,M1,0,5,5,7,11,7,6,12,7,8,99
AU28094,AUDI,A3 SPORTBACK,CARB,BER,11/2005,10,13,2005,2010,F,160,35340,M1,0,5,5,7,11,7,6,12,7,8,99
AU28095,AUDI,A3 SPORTBACK,CARB,BER,11/2005,10,13,2005,2010,F,160,37140,M1,0,5,5,7,11,7,6,12,7,8,99
AU28096,AUDI,A3 SPORTBACK,CARB,BER,11/2005,10,13,2005,2010,D,160,27040,M1,0,5,5,7,11,7,6,12,7,8,99
AU28097,AUDI,A3 SPORTBACK,CARB,BER,11/2005,10,13,2005,2010,E,160,29350,M1,0,5,5,7,11,7,6,12,7,8,99
AU28098,AUDI,A3 SPORTBACK,CARB,BER,11/2005,10,13,2005,2010,E,160,29570,M1,0,5,5,7,11,7,6,12,7,8,99
AU28099,AUDI,A3 SPORTBACK,CARB,BER,11/2005,10,13,2005,2010,E,160,31370,M1,0,5,5,7,11,7,6,12,7,8,99
AU28100,AUDI,A3 SPORTBACK,CARB,BER,11/2005,10,13,2005,2010,E,160,33220,M1,0,5,5,7,11,7,6,12,7,8,99
AU28101,AUDI,A3 SPORTBACK,CARB,BER,11/2005,10,13,2005,2010,F,160,35020,M1,0,5,5,7,11,7,6,12,7,8,99
AU28102,AUDI,A3 SPORTBACK,CARB,BER,11/2005,12,14,2005,2014,F,200,33650,M1,0,5,5,7,12,13,9,13,7,8,99
AU28103,AUDI,A3 SPORTBACK,CARB,BER,03/2010,12,15,2005,2014,F,200,35450,M1,0,5,5,7,12,13,9,13,7,8,99
AU28104,AUDI,A3 SPORTBACK,CARB,BER,11/2005,12,15,2005,2014,F,200,37300,M1,0,5,5,7,12,13,9,13,7,8,99
AU28105,AUDI,A3 SPORTBACK,CARB,BER,11/2005,12,14,2005,2010,F,200,39100,M1,0,5,5,7,12,13,9,13,7,8,99
AU28106,AUDI,A3 SPORTBACK,CARB,BER,11/2005,17,16,2005,2010,G,250,40720,M1,0,4,5,11,11,13,9,14,7,8,99
AU28107,AUDI,A3 SPORTBACK,CARB,BER,02/2005,17,16,2005,2010,G,250,42520,M1,0,4,5,11,11,13,9,14,7,8,99
AU28108,AUDI,A3 SPORTBACK,CARB,BER,11/2005,17,16,2005,2010,H,250,44370,M1,0,4,5,11,11,13,9,14,7,8,99
AU28109,AUDI,A3 SPORTBACK,CARB,BER,11/2005,17,16,2005,2010,H,250,46170,M1,0,4,5,11,11,13,9,14,7,8,99
AU28110,AUDI,A3 SPORTBACK,DIES,BER,11/2005,6,11,2005,2011,D,105,26740,M1,0,12,8,5,12,7,4,10,10,8,99
AU28111,AUDI,A3 SPORTBACK,DIES,BER,11/2005,6,11,2005,2011,E,105,29050,M1,0,12,8,5,12,7,4,10,10,8,99
AU28112,AUDI,A3 SPORTBACK,DIES,BER,11/2005,6,11,2005,2011,E,105,29270,M1,0,12,8,5,12,7,4,10,10,8,99
AU28113,AUDI,A3 SPORTBACK,DIES,BER,03/2010,6,11,2005,2011,E,105,31070,M1,0,12,8,5,12,7,4,12,10,8,99
AU28114,AUDI,A3 SPORTBACK,DIES,BER,11/2005,6,11,2005,2011,E,105,32920,M1,0,12,8,5,12,7,4,12,10,8,99
AU28115,AUDI,A3 SPORTBACK,DIES,BER,11/2005,8,13,2005,2012,E,140,31030,M1,0,9,8,7,13,7,6,12,10,8,99
AU28116,AUDI,A3 SPORTBACK,DIES,BER,11/2005,8,13,2005,2012,E,140,31200,M1,0,9,8,7,13,7,6,12,10,8,99
AU28117,AUDI,A3 SPORTBACK,DIES,BER,03/2010,8,13,2005,2012,E,140,33000,M1,0,9,8,7,13,7,6,12,10,8,99
AU28118,AUDI,A3 SPORTBACK,DIES,BER,11/2005,8,13,2005,2012,F,140,34850,M1,0,9,8,7,13,7,6,12,10,8,99
AU28119,AUDI,A3 SPORTBACK,DIES,BER,11/2005,8,13,2005,2010,F,140,34580,M1,0,9,8,7,13,7,6,12,10,8,99
AU28144,AUDI,A3 SPORTBACK,CARB,BER,03/2010,6,11,2007,2011,E,102,30290,M1,0,12,6,5,11,7,4,12,7,10,99
AU28149,AUDI,A3 SPORTBACK,CARB,BER,03/2010,7,12,2007,2014,E,125,31770,M1,0,9,6,7,12,7,5,12,7,10,99
AU28159,AUDI,A3 SPORTBACK,CARB,BER,03/2010,9,13,2007,2014,E,160,34310,M1,0,5,5,7,11,7,6,12,7,10,99
AU28163,AUDI,A3 SPORTBACK,CARB,BER,03/2010,10,13,2007,2011,E,160,34370,M1,0,5,5,7,11,7,6,12,7,10,99
AU28169,AUDI,A3 SPORTBACK,CARB,BER,03/2010,16,16,2007,2011,G,250,43420,M1,0,4,5,11,11,13,9,14,7,10,99
AU28183,AUDI,A3 SPORTBACK,DIES,BER,03/2010,10,14,2007,2012,F,170,35170,M1,0,5,6,7,13,13,9,13,10,10,99
AU28189,AUDI,A3 SPORTBACK,DIES,BER,03/2010,5,11,2008,2011,C,105,24800,M1,1,12,8,5,12,6,4,9,10,10,40
AU28253,AUDI,A3 SPORTBACK,DIES,BER,03/2010,7,13,2009,2014,E,140,34190,M1,0,9,8,7,13,7,6,12,10,10,40
AU28272,AUDI,A3 SPORTBACK,DIES,BER,03/2010,9,14,2009,2014,F,170,35690,M1,0,5,6,7,13,13,9,13,10,10,40
AU28683,AUDI,A3 SPORTBACK,EE,BER,01/2022,6,13,2018,9999,F,150,36700,M1,0,7,5,7,10,7,7,12,6,11,99
AU29001,AUDI,Q7,DIES,VTC,11/2005,16,15,2005,2009,J,233,51900,TT,0,15,4,9,11,16,7,15,10,11,99
AU29002,AUDI,Q7,DIES,VTC,11/2005,16,15,2005,2009,J,233,56350,TT,0,15,4,9,11,16,7,15,10,11,99
AU29003,AUDI,Q7,DIES,VTC,11/2005,16,15,2005,2009,J,233,52800,TT,0,15,4,9,11,16,7,15,10,11,99
AU29004,AUDI,Q7,DIES,VTC,11/2005,16,15,2005,2009,J,233,57500,TT,0,15,4,9,11,16,7,15,10,11,99
AU29005,AUDI,Q7,CARB,VTC,11/2005,27,16,2005,2011,K,350,69950,TT,0,7,2,11,8,17,8,16,7,11,99
